index,name,tendon,limb_group,source_file,side,side_source,crossed_limbs,crossed_joints,bodies,sites,agrees_with_geometry,note,group_key
292,MF_m4t_1_r,MF_m4t_1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar4,MF_m4t_1_r-P1|MF_m4t_1_r-P2,True,,R/torso
293,MF_m4t_2_r,MF_m4t_2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar4,MF_m4t_2_r-P1|MF_m4t_2_r-P2,True,,R/torso
294,MF_m4t_3_r,MF_m4t_3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar4,MF_m4t_3_r-P1|MF_m4t_3_r-P2,True,,R/torso
295,MF_m5s_r,MF_m5s_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar5,MF_m5s_r-P1|MF_m5s_r-P2,True,,R/torso
296,MF_m5t_1_r,MF_m5t_1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar5,MF_m5t_1_r-P1|MF_m5t_1_r-P2,True,,R/torso
297,MF_m5t_2_r,MF_m5t_2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar5,MF_m5t_2_r-P1|MF_m5t_2_r-P2,True,,R/torso
298,MF_m5t_3_r,MF_m5t_3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar5,MF_m5t_3_r-P1|MF_m5t_3_r-P2,True,,R/torso
299,MF_m1_laminar_r,MF_m1_laminar_r_tendon,torso,Muscle_Torso.xml,R,name,,,lumbar3|lumbar1,MF_m1_laminar_r-P1|MF_m1_laminar_r-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
300,MF_m2_laminar_r,MF_m2_laminar_r_tendon,torso,Muscle_Torso.xml,R,name,,,lumbar4|lumbar2,MF_m2_laminar_r-P1|MF_m2_laminar_r-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
301,MF_m3_laminar_r,MF_m3_laminar_r_tendon,torso,Muscle_Torso.xml,R,name,,,lumbar5|lumbar3,MF_m3_laminar_r-P1|MF_m3_laminar_r-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
302,MF_m4_laminar_r,MF_m4_laminar_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar4,MF_m4_laminar_r-P1|MF_m4_laminar_r-P2,True,,R/torso
303,MF_m5_laminar_r,MF_m5_laminar_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar5,MF_m5_laminar_r-P1|MF_m5_laminar_r-P2,True,,R/torso
304,EO_R5_r,EO_R5_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,Abdomen|rib5_R,EO_R5_r-P1|EO_R5_r-P2,True,,R/torso
305,EO_R6_r,EO_R6_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,Abdomen|rib6_R,EO_R6_r-P1|EO_R6_r-P2,True,,R/torso
306,EO_R7_r,EO_R7_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,Abdomen|rib7_R,EO_R7_r-P1|EO_R7_r-P2,True,,R/torso
307,EO_R8_r,EO_R8_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,Abdomen|rib8_R,EO_R8_r-P1|EO_R8_r-P2,True,,R/torso
308,EO_R9_r,EO_R9_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,Abdomen|rib9_R,EO_R9_r-P1|EO_R9_r-P2,True,,R/torso
309,EO_R10_r,EO_R10_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib10_R,EO_R10_r-P1|EO_R10_r-P2,True,,R/torso
310,EO_R11_r,EO_R11_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib11_R,EO_R11_r-P1|EO_R11_r-P2,True,,R/torso
311,EO_R12_r,EO_R12_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib12_R,EO_R12_r-P1|EO_R12_r-P2,True,,R/torso
312,IO1_r,IO1_r_tendon,torso,Muscle_Torso.xml,R,name,,,pelvis|Abdomen,IO1_r-P1|IO1_r-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
313,IO2_r,IO2_r_tendon,torso,Muscle_Torso.xml,R,name,,,pelvis|Abdomen,IO2_r-P1|IO2_r-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
314,IO3_r,IO3_r_tendon,torso,Muscle_Torso.xml,R,name,,,pelvis|Abdomen,IO3_r-P1|IO3_r-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
315,IO4_r,IO4_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib9_R,IO4_r-P1|IO4_r-P2,True,,R/torso
316,IO5_r,IO5_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib10_R,IO5_r-P1|IO5_r-P2,True,,R/torso
317,IO6_r,IO6_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib11_R,IO6_r-P1|IO6_r-P2,True,,R/torso
318,stern_mast,stern_mast_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,head_neck|sternum,stern_mast-P1|stern_mast-P2,True,,M/torso
319,cleid_mast,cleid_mast_tendon,torso,Muscle_Torso.xml,R,geom,upper|torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR|sternoclavicular_r2_r|sternoclavicular_r3_r,head_neck|clavicle_r,cleid_mast-P1|cleid_mast-P2,True,额外跨越 ['upper'],R/torso
320,cleid_occ,cleid_occ_tendon,torso,Muscle_Torso.xml,R,geom,upper|torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR|sternoclavicular_r2_r|sternoclavicular_r3_r,head_neck|clavicle_r,cleid_occ-P1|cleid_occ-P2,True,额外跨越 ['upper'],R/torso
321,scalenus_ant,scalenus_ant_tendon,torso,Muscle_Torso.xml,R,geom,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,head_neck|rib1_R,scalenus_ant-P1|scalenus_ant-P2,True,,R/torso
322,scalenus_med,scalenus_med_tendon,torso,Muscle_Torso.xml,R,geom,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,head_neck|rib1_R,scalenus_med-P1|scalenus_med-P2,True,,R/torso
323,scalenus_post,scalenus_post_tendon,torso,Muscle_Torso.xml,R,geom,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,head_neck|rib2_R,scalenus_post-P1|scalenus_post-P2,True,,R/torso
324,long_col_c1thx,long_col_c1thx_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic3|head_neck,long_col_c1thx-P1|long_col_c1thx-P2|long_col_c1thx-P3|long_col_c1thx-P4|long_col_c1thx-P5|long_col_c1thx-P6|long_col_c1thx-P7|long_col_c1thx-P8,True,,M/torso
325,long_col_c5thx,long_col_c5thx_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic3|thoracic2|thoracic1|head_neck,long_col_c5thx-P1|long_col_c5thx-P2|long_col_c5thx-P3|long_col_c5thx-P4|long_col_c5thx-P5|long_col_c5thx-P6|long_col_c5thx-P7|long_col_c5thx-P8,True,,M/torso
326,trap_cl,trap_cl_tendon,torso,Muscle_Torso.xml,R,geom,upper|torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR|sternoclavicular_r2_r|sternoclavicular_r3_r,head_neck|clavicle_r,trap_cl-P1|trap_cl-P2,True,额外跨越 ['upper'],R/torso
327,trap_acr_scap,trap_acr_scap_tendon,torso,Muscle_Torso.xml,R,geom,upper|torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR|sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,head_neck|scapula_r,trap_acr_scap-P1|trap_acr_scap-P2,True,额外跨越 ['upper'],R/torso
328,trap_acr_T1,trap_acr_T1_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic1|scapula_r,trap_acr_T1-P1|trap_acr_T1-P2|trap_acr_T1-P3,False,跨关节(['upper']) 不含权威分组 torso,R/torso
329,trap_acr_T2,trap_acr_T2_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic2|scapula_r,trap_acr_T2-P1|trap_acr_T2-P2|trap_acr_T2-P3,False,跨关节(['upper']) 不含权威分组 torso,R/torso
330,trap_acr_T3,trap_acr_T3_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic3|scapula_r,trap_acr_T3-P1|trap_acr_T3-P2|trap_acr_T3-P3,False,跨关节(['upper']) 不含权威分组 torso,R/torso
331,trap_inf_T4,trap_inf_T4_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic4|scapula_r,trap_inf_T4-P1|trap_inf_T4-P2|trap_inf_T4-P3,False,跨关节(['upper']) 不含权威分组 torso,R/torso
332,trap_inf_T5,trap_inf_T5_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic5|scapula_r,trap_inf_T5-P1|trap_inf_T5-P2|trap_inf_T5-P3,False,跨关节(['upper']) 不含权威分组 torso,R/torso
333,trap_inf_T6,trap_inf_T6_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic6|scapula_r,trap_inf_T6-P1|trap_inf_T6-P2|trap_inf_T6-P3,False,跨关节(['upper']) 不含权威分组 torso,R/torso
334,trap_inf_T7,trap_inf_T7_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic7|scapula_r,trap_inf_T7-P1|trap_inf_T7-P2|trap_inf_T7-P3,False,跨关节(['upper']) 不含权威分组 torso,R/torso
335,trap_inf_T8,trap_inf_T8_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic8|scapula_r,trap_inf_T8-P1|trap_inf_T8-P2|trap_inf_T8-P3,False,跨关节(['upper']) 不含权威分组 torso,R/torso
336,trap_inf_T9,trap_inf_T9_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic9|scapula_r,trap_inf_T9-P1|trap_inf_T9-P2|trap_inf_T9-P3,False,跨关节(['upper']) 不含权威分组 torso,R/torso
337,trap_inf_T10,trap_inf_T10_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic10|scapula_r|rib8_R,trap_inf_T10-P1|trap_inf_T10-P2|trap_inf_T10-P3|trap_inf_T10-P4,False,跨关节(['upper']) 不含权威分组 torso,R/torso
338,trap_inf_T11,trap_inf_T11_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic11|scapula_r|rib8_R|rib9_R,trap_inf_T11-P1|trap_inf_T11-P2|trap_inf_T11-P3|trap_inf_T11-P4|trap_inf_T11-P5,False,跨关节(['upper']) 不含权威分组 torso,R/torso
339,trap_inf_T12,trap_inf_T12_tendon,torso,Muscle_Torso.xml,R,geom,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,thoracic12|scapula_r|rib8_R|rib9_R|rib10_R,trap_inf_T12-P1|trap_inf_T12-P2|trap_inf_T12-P3|trap_inf_T12-P4|trap_inf_T12-P5|trap_inf_T12-P6,False,跨关节(['upper']) 不含权威分组 torso,R/torso
340,splen_cap_skl_T1,splen_cap_skl_T1_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic1|head_neck,splen_cap_skl_T1-P1|splen_cap_skl_T1-P2,True,,M/torso
341,splen_cap_skl_T2,splen_cap_skl_T2_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic2|head_neck,splen_cap_skl_T2-P1|splen_cap_skl_T2-P2,True,,M/torso
342,splen_cerv_c3_T3,splen_cerv_c3_T3_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic3|head_neck,splen_cerv_c3_T3-P1|splen_cerv_c3_T3-P2,True,,M/torso
343,splen_cerv_c3_T4,splen_cerv_c3_T4_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic4|head_neck,splen_cerv_c3_T4-P1|splen_cerv_c3_T4-P2,True,,M/torso
344,splen_cerv_c3_T5,splen_cerv_c3_T5_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic5|head_neck,splen_cerv_c3_T5-P1|splen_cerv_c3_T5-P2,True,,M/torso
345,splen_cerv_c3_T6,splen_cerv_c3_T6_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic6|head_neck,splen_cerv_c3_T6-P1|splen_cerv_c3_T6-P2,True,,M/torso
346,semi_cap_sklthx,semi_cap_sklthx_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic1|head_neck,semi_cap_sklthx-P1|semi_cap_sklthx-P2,True,,M/torso
347,semi_cerv_c3thx,semi_cerv_c3thx_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic2|head_neck,semi_cerv_c3thx-P1|semi_cerv_c3thx-P2,True,,M/torso
348,levator_scap,levator_scap_tendon,torso,Muscle_Torso.xml,R,geom,upper|torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR|sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,head_neck|scapula_r,levator_scap-P1|levator_scap-P2,True,额外跨越 ['upper'],R/torso
349,longissi_cerv_c4thx,longissi_cerv_c4thx_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic5|thoracic4|thoracic3|thoracic1|head_neck,longissi_cerv_c4thx-P1|longissi_cerv_c4thx-P2|longissi_cerv_c4thx-P3|longissi_cerv_c4thx-P4|longissi_cerv_c4thx-P5,True,,M/torso
350,iliocost_cerv_c5rib,iliocost_cerv_c5rib_tendon,torso,Muscle_Torso.xml,R,geom,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic1|head_neck|rib3_R,iliocost_cerv_c5rib-P1|iliocost_cerv_c5rib-P2|iliocost_cerv_c5rib-P3,True,,R/torso
351,supmult-T1-C4,supmult-T1-C4_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic1|head_neck,supmult-T1-C4-P1|supmult-T1-C4-P2,True,,M/torso
352,supmult-T1-C5,supmult-T1-C5_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic1|head_neck,supmult-T1-C5-P1|supmult-T1-C5-P2,True,,M/torso
353,supmult-T2-C6,supmult-T2-C6_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic2|head_neck,supmult-T2-C6-P1|supmult-T2-C6-P2,True,,M/torso
354,deepmult-T1-C5,deepmult-T1-C5_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic1|head_neck,deepmult-T1-C5-P1|deepmult-T1-C5-P2,True,,M/torso
355,deepmult-T1-C6,deepmult-T1-C6_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic1|head_neck,deepmult-T1-C6-P1|deepmult-T1-C6-P2,True,,M/torso
356,deepmult-T2-C7,deepmult-T2-C7_tendon,torso,Muscle_Torso.xml,M,midline,torso,T1_head_neck_FE|T1_head_neck_LB|T1_head_neck_AR,thoracic2|head_neck,deepmult-T2-C7-P1|deepmult-T2-C7-P2,True,,M/torso
357,deepmult-T2-T1,deepmult-T2-T1_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic2|thoracic1,deepmult-T2-T1-P1|deepmult-T2-T1-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
358,multifidus_L2_T12,multifidus_L2_T12_tendon,torso,Muscle_Torso.xml,M,midline,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar2|thoracic12,multifidus_L2_T12-P1|multifidus_L2_T12-P2,True,,M/torso
359,multifidus_L1_T11,multifidus_L1_T11_tendon,torso,Muscle_Torso.xml,M,midline,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar1|thoracic11,multifidus_L1_T11-P1|multifidus_L1_T11-P2,True,,M/torso
360,multifidus_T12_T10,multifidus_T12_T10_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic12|thoracic10,multifidus_T12_T10-P1|multifidus_T12_T10-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
361,multifidus_T11_T9,multifidus_T11_T9_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic11|thoracic9,multifidus_T11_T9-P1|multifidus_T11_T9-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
362,multifidus_T10_T8,multifidus_T10_T8_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic10|thoracic8,multifidus_T10_T8-P1|multifidus_T10_T8-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
363,multifidus_T9_T7,multifidus_T9_T7_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic9|thoracic7,multifidus_T9_T7-P1|multifidus_T9_T7-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
364,multifidus_T8_T6,multifidus_T8_T6_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic8|thoracic6,multifidus_T8_T6-P1|multifidus_T8_T6-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
365,multifidus_T7_T5,multifidus_T7_T5_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic7|thoracic5,multifidus_T7_T5-P1|multifidus_T7_T5-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
366,multifidus_T6_T4,multifidus_T6_T4_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic6|thoracic4,multifidus_T6_T4-P1|multifidus_T6_T4-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
367,multifidus_T5_T3,multifidus_T5_T3_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic5|thoracic3,multifidus_T5_T3-P1|multifidus_T5_T3-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
368,multifidus_T4_T2,multifidus_T4_T2_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic4|thoracic2,multifidus_T4_T2-P1|multifidus_T4_T2-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
369,multifidus_T3_T1,multifidus_T3_T1_tendon,torso,Muscle_Torso.xml,M,midline,,,thoracic3|thoracic1,multifidus_T3_T1-P1|multifidus_T3_T1-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,M/torso
370,SerrAnt1_1_R,SerrAnt1_1_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib1_R,SerrAnt1_1_R-P1|SerrAnt1_1_R-P2|SerrAnt1_1_R-P3|SerrAnt1_1_R-P4|SerrAnt1_1_R-P5|SerrAnt1_1_R-P6,False,跨关节(['upper']) 不含权威分组 torso,R/torso
371,SerrAnt2_1_R,SerrAnt2_1_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib2_R,SerrAnt2_1_R-P1|SerrAnt2_1_R-P2|SerrAnt2_1_R-P3|SerrAnt2_1_R-P4|SerrAnt2_1_R-P5|SerrAnt2_1_R-P6,False,跨关节(['upper']) 不含权威分组 torso,R/torso
372,SerrAnt2_2_R,SerrAnt2_2_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib2_R,SerrAnt2_2_R-P1|SerrAnt2_2_R-P2|SerrAnt2_2_R-P3|SerrAnt2_2_R-P4|SerrAnt2_2_R-P5|SerrAnt2_2_R-P6,False,跨关节(['upper']) 不含权威分组 torso,R/torso
373,SerrAnt3_1_R,SerrAnt3_1_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib3_R,SerrAnt3_1_R-P1|SerrAnt3_1_R-P2|SerrAnt3_1_R-P3|SerrAnt3_1_R-P4|SerrAnt3_1_R-P5|SerrAnt3_1_R-P6|SerrAnt3_1_R-P7|SerrAnt3_1_R-P8|SerrAnt3_1_R-P9,False,跨关节(['upper']) 不含权威分组 torso,R/torso
374,SerrAnt4_1_R,SerrAnt4_1_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib4_R,SerrAnt4_1_R-P1|SerrAnt4_1_R-P2|SerrAnt4_1_R-P3|SerrAnt4_1_R-P4|SerrAnt4_1_R-P5|SerrAnt4_1_R-P6|SerrAnt4_1_R-P7|SerrAnt4_1_R-P8|SerrAnt4_1_R-P9,False,跨关节(['upper']) 不含权威分组 torso,R/torso
375,SerrAnt5_1_R,SerrAnt5_1_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib5_R,SerrAnt5_1_R-P1|SerrAnt5_1_R-P2|SerrAnt5_1_R-P3|SerrAnt5_1_R-P4|SerrAnt5_1_R-P5|SerrAnt5_1_R-P6|SerrAnt5_1_R-P7|SerrAnt5_1_R-P8|SerrAnt5_1_R-P9,False,跨关节(['upper']) 不含权威分组 torso,R/torso
376,SerrAnt6_1_R,SerrAnt6_1_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib6_R,SerrAnt6_1_R-P1|SerrAnt6_1_R-P2|SerrAnt6_1_R-P3|SerrAnt6_1_R-P4|SerrAnt6_1_R-P5|SerrAnt6_1_R-P6|SerrAnt6_1_R-P7|SerrAnt6_1_R-P8|SerrAnt6_1_R-P9,False,跨关节(['upper']) 不含权威分组 torso,R/torso
377,SerrAnt7_1_R,SerrAnt7_1_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib7_R,SerrAnt7_1_R-P1|SerrAnt7_1_R-P2|SerrAnt7_1_R-P3|SerrAnt7_1_R-P4|SerrAnt7_1_R-P5|SerrAnt7_1_R-P6|SerrAnt7_1_R-P7|SerrAnt7_1_R-P8|SerrAnt7_1_R-P9,False,跨关节(['upper']) 不含权威分组 torso,R/torso
