sweep,label,seed,upper_scale,lower_scale,n_scaled_muscles,outcome,steps,sim_time_s,forward_displacement_x,lateral_drift_y,displacement_xy,mean_speed_xy,mean_pelvis_height,min_pelvis_height,max_pelvis_up_tilt_deg,mean_qpos_track_err,activation_mean,actuator_force_abs_mean,action_abs_mean,foot_contact_fraction,ncon_mean,total_normal_force_mean,termination_reason,termination_source,terminated,truncated
A_upper,A_upper_u1.0_l1.0,0,1.0,1.0,0,completed,176,3.519999999999834,3.3230789927031967,0.09820698264543601,3.3245298318988827,0.9444687022440453,0.9133127991913569,0.875293546758,11.714286357883726,0.03591422760343163,0.16542040645887776,31.35553814566841,0.7415517180340437,1.0,4.232954545454546,589.4959913343525,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u1.0_l1.0,1,1.0,1.0,0,completed,176,3.519999999999834,3.4508849598748745,0.03785558073262442,3.451092588048489,0.9804240306956398,0.9121194387303269,0.8755396682870107,8.59525592695044,0.03486651533531218,0.16118973401264416,30.799042755735524,0.7465366274244212,1.0,4.255681818181818,585.1597700597383,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u1.0_l1.0,2,1.0,1.0,0,completed,176,3.519999999999834,3.337838810328117,0.09986609792045581,3.3393324424570965,0.9486739893344471,0.9131448451615177,0.8787328736103246,11.477330234234673,0.03568364560982715,0.1644035508680896,31.18278829271279,0.7431866130465036,1.0,4.267045454545454,595.819878732244,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u1.0_l1.0,3,1.0,1.0,0,completed,176,3.519999999999834,3.351659349967589,0.08062481979103372,3.352628932612659,0.9524514013104594,0.9128643258201957,0.873960573329106,11.080880836603674,0.03684039022616878,0.16764724008355597,31.65435852270921,0.7432454899035684,1.0,4.238636363636363,592.0860598272305,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u1.0_l1.0,4,1.0,1.0,0,completed,176,3.519999999999834,3.3950688902119803,0.10110432911343203,3.3965739878075207,0.9649357919908185,0.9114355180303921,0.8704130575684553,8.7975208870528,0.03579441855306304,0.16510701858903742,31.403875703454013,0.742627541338662,1.0,4.318181818181818,593.3575433748708,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.75_l1.0,0,0.75,1.0,61,completed,176,3.519999999999834,3.3668283129187806,0.10631480008966096,3.368506453220719,0.9569620605741131,0.9122942377593443,0.8714551985790144,11.463791370670444,0.03788767265940936,0.16722925827163734,31.589419021528116,0.7458848232451778,1.0,4.2272727272727275,590.9251791001806,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.75_l1.0,1,0.75,1.0,61,completed,176,3.519999999999834,3.526138239875929,0.06511109142915726,3.5267393355537933,1.001914583964193,0.9109651110857332,0.8715638623120439,8.270742938591729,0.03669055624631736,0.16002539188997078,30.67764754088737,0.7548059482828944,1.0,4.25,581.3274122657189,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.75_l1.0,2,0.75,1.0,61,completed,176,3.519999999999834,3.3696857225992547,0.08715026020553476,3.3708125188065794,0.9576171928428234,0.911927845848934,0.8759049479733565,11.623200000621226,0.037644390521451514,0.16448083046534698,31.17834715147861,0.7472837037075457,1.0,4.278409090909091,590.3640984275524,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.75_l1.0,3,0.75,1.0,61,completed,176,3.519999999999834,3.3693205433939974,0.08834540406576158,3.370478576486782,0.9575223228656083,0.912218665030858,0.8764800306638455,11.113664657991507,0.037906027944331795,0.1666283692377963,31.2779808188699,0.7511516412125006,1.0,4.2727272727272725,590.6985833806392,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.75_l1.0,4,0.75,1.0,61,completed,176,3.519999999999834,3.464086337998958,0.08853686141680742,3.465217588109089,0.9844368148037649,0.9104937190997592,0.8706588996828648,8.609322624553805,0.038622716546468434,0.16131730413478856,30.67405012205629,0.7496574711746404,1.0,4.386363636363637,593.2666633514526,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.5_l1.0,0,0.5,1.0,61,completed,176,3.519999999999834,3.3103205357338394,0.14338827583507993,3.313424549759377,0.941313792545322,0.9127402935450143,0.8670879255044472,10.88622096321328,0.041469281133865714,0.16450486225264668,30.77986898332458,0.7490551081740044,1.0,4.2727272727272725,595.9912011806551,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.5_l1.0,1,0.5,1.0,61,completed,176,3.519999999999834,3.4973478716541497,0.09383226926403192,3.498606383993353,0.9939222681799768,0.9101086505249207,0.8640084854749052,9.048916322193415,0.041293156123788345,0.16198545760918778,30.54910294491339,0.7587905957472402,1.0,4.255681818181818,591.7455143958482,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.5_l1.0,2,0.5,1.0,61,completed,176,3.519999999999834,3.3024416879356897,0.13384125483237175,3.3051527322819183,0.9389638443983166,0.9123786386456736,0.869185157890962,12.004898029031118,0.04142843719750042,0.16237495821522596,30.41216831969639,0.7504146263293631,1.0,4.238636363636363,593.5769333651717,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.5_l1.0,3,0.5,1.0,61,completed,176,3.519999999999834,3.3275515630519914,0.12356365688736337,3.3298449486534847,0.9459786785947846,0.9118759949008407,0.8660281812694393,10.600719424219786,0.04137812947731751,0.16295277382023948,30.348898827886547,0.7517887769915261,1.0,4.244318181818182,585.3338613945857,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.5_l1.0,4,0.5,1.0,61,completed,176,3.519999999999834,3.467711654376546,0.06083684504369852,3.468245268087854,0.9852969511613687,0.9104781063566069,0.8695860033782968,8.685317532651794,0.041249223224069036,0.15913430036474743,30.145451631594575,0.7530234352063823,1.0,4.409090909090909,590.4340846159558,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.25_l1.0,0,0.25,1.0,61,completed,176,3.519999999999834,3.1291959517094217,0.11683723189715917,3.131376413488488,0.8895955720138169,0.9134630595796192,0.8692153309658319,10.609106021628016,0.0477303948568327,0.16295364862087378,30.091806532195566,0.750076131096908,1.0,4.25,587.7752423180114,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.25_l1.0,1,0.25,1.0,61,completed,176,3.519999999999834,3.3439861903221266,0.09443303816265469,3.345319303110201,0.9503748020199883,0.911083779023151,0.8681960534132412,6.423069996765949,0.04814507596257038,0.1571596560391919,29.60838605073906,0.7625195877645891,1.0,4.301136363636363,587.9168149586342,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.25_l1.0,2,0.25,1.0,61,completed,176,3.519999999999834,3.143523538635928,0.1222223928286289,3.145898687381223,0.8937212180060714,0.9125844599772741,0.8677723295971249,11.143192296434218,0.0475747952223138,0.16251180204429572,30.32145089386124,0.7520556493272837,1.0,4.278409090909091,594.8475540136998,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.25_l1.0,3,0.25,1.0,61,completed,176,3.519999999999834,3.217932089617082,0.12270139141190697,3.2202705732347674,0.9148495946690112,0.9114035319393536,0.8667407228409533,10.570625663730805,0.047654304314388926,0.16225167491516623,30.095255261046148,0.7593554819796186,1.0,4.295454545454546,585.8022237465525,达到规定评估时长 3.51 s,time_limit,False,True
A_upper,A_upper_u0.25_l1.0,4,0.25,1.0,61,completed,176,3.519999999999834,3.4061611315335196,0.15163633852247008,3.409534753178241,0.9686178276075005,0.9074804777551332,0.862439863000825,9.602721250753696,0.05001691069634462,0.16244617821463178,30.11969517699953,0.7616137907025101,1.0,4.3522727272727275,589.2693200141767,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l1.0,0,1.0,1.0,0,completed,176,3.519999999999834,3.3230789927031967,0.09820698264543601,3.3245298318988827,0.9444687022440453,0.9133127991913569,0.875293546758,11.714286357883726,0.03591422760343163,0.16542040645887776,31.35553814566841,0.7415517180340437,1.0,4.232954545454546,589.4959913343525,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l1.0,1,1.0,1.0,0,completed,176,3.519999999999834,3.4508849598748745,0.03785558073262442,3.451092588048489,0.9804240306956398,0.9121194387303269,0.8755396682870107,8.59525592695044,0.03486651533531218,0.16118973401264416,30.799042755735524,0.7465366274244212,1.0,4.255681818181818,585.1597700597383,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l1.0,2,1.0,1.0,0,completed,176,3.519999999999834,3.337838810328117,0.09986609792045581,3.3393324424570965,0.9486739893344471,0.9131448451615177,0.8787328736103246,11.477330234234673,0.03568364560982715,0.1644035508680896,31.18278829271279,0.7431866130465036,1.0,4.267045454545454,595.819878732244,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l1.0,3,1.0,1.0,0,completed,176,3.519999999999834,3.351659349967589,0.08062481979103372,3.352628932612659,0.9524514013104594,0.9128643258201957,0.873960573329106,11.080880836603674,0.03684039022616878,0.16764724008355597,31.65435852270921,0.7432454899035684,1.0,4.238636363636363,592.0860598272305,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l1.0,4,1.0,1.0,0,completed,176,3.519999999999834,3.3950688902119803,0.10110432911343203,3.3965739878075207,0.9649357919908185,0.9114355180303921,0.8704130575684553,8.7975208870528,0.03579441855306304,0.16510701858903742,31.403875703454013,0.742627541338662,1.0,4.318181818181818,593.3575433748708,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l0.75,0,1.0,0.75,50,completed,176,3.519999999999834,3.1423166486443783,0.02273109755656149,3.1423988644256737,0.8927269501209721,0.9106159638261698,0.8692288444265919,10.46442769731477,0.039991026421636384,0.17754466577579328,32.025192349316214,0.7392649209518711,1.0,4.130681818181818,589.8202805836551,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l0.75,1,1.0,0.75,50,completed,176,3.519999999999834,3.345097619388211,-0.02109033100484406,3.3451641043898834,0.9503307114744436,0.9099336913408126,0.8761180737215039,8.543204863151352,0.0368530334540625,0.16268846661761502,30.03671538410056,0.7388770748873228,1.0,4.181818181818182,592.9462106669188,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l0.75,2,1.0,0.75,50,completed,176,3.519999999999834,3.282758131869141,-0.011493086552044878,3.2827782507186596,0.9326074575905723,0.9107283358302539,0.8640089641043835,10.584710593781757,0.04093079066413194,0.17349442535383572,31.584964309471648,0.7441293273266261,1.0,4.090909090909091,584.77039378954,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l0.75,3,1.0,0.75,50,completed,176,3.519999999999834,3.1369733065794616,-0.04535959371745679,3.1373012317809543,0.8912787590287222,0.910048288885698,0.8626628859570753,11.50605995315315,0.0399957249165214,0.1757169367795519,31.648144837831875,0.7393435473285325,1.0,4.028409090909091,585.8358638171044,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l0.75,4,1.0,0.75,50,completed,176,3.519999999999834,3.3415182412172055,0.009187736209013302,3.3415308723523673,0.9492985432819673,0.9094072125054301,0.8682251362114266,8.880487575416193,0.03729666366222178,0.1714317002886286,31.108549368234062,0.735656212645208,1.0,4.244318181818182,590.2857462333446,达到规定评估时长 3.51 s,time_limit,False,True
B_lower,B_lower_u1.0_l0.5,0,1.0,0.5,50,fell,81,1.6200000000000012,1.5218644878675662,0.09723298168743355,1.5249674659350074,0.941337941935189,0.850740476591474,0.5350593494098316,45.096000016193216,0.08146130943669529,0.19946106162216015,33.90970811724463,0.7836192328421107,1.0,4.283950617283951,557.3088031382275,跌到骨盆高度 0.535 m < 0.55 m,physical_fall,True,False
B_lower,B_lower_u1.0_l0.5,1,1.0,0.5,50,fell,91,1.8200000000000014,1.9508628928754224,-0.293091332644251,1.9727565881449858,1.083932191288453,0.878055726093073,0.6388623193648189,61.68510935396625,0.08490478527369635,0.248019764322274,46.246804855185026,0.7973324665684528,0.967032967032967,3.7142857142857144,530.1660021854838,骨盆直立偏差 61.7° > 60.0°,physical_fall,True,False
B_lower,B_lower_u1.0_l0.5,2,1.0,0.5,50,fell,118,2.3599999999999617,2.5400960319685373,-0.16024933662187482,2.545145909670025,1.0784516566398585,0.8727562174079959,0.5285223264227686,29.38222806185079,0.08093288540721642,0.23181300042627484,42.91744889129845,0.8103113133018298,0.9915254237288136,3.830508474576271,539.7947382469891,跌到骨盆高度 0.529 m < 0.55 m,physical_fall,True,False
B_lower,B_lower_u1.0_l0.5,3,1.0,0.5,50,fell,97,1.9400000000000015,2.0185190862409996,0.04357391230731752,2.018989348003839,1.0407161587648646,0.8649812547367108,0.5295085892361886,33.10296072220958,0.08614656318302659,0.24286691219682285,44.38085483836715,0.8203732542752868,1.0,4.216494845360825,561.4914256238475,跌到骨盆高度 0.530 m < 0.55 m,physical_fall,True,False
B_lower,B_lower_u1.0_l0.5,4,1.0,0.5,50,fell,63,1.260000000000001,1.6598753870923804,0.007892642671735707,1.6598941515902221,1.3173763107858896,0.8408715817963969,0.5125780821315864,35.003906714287986,0.1058843912889185,0.2813150032526033,53.38013426802563,0.8249002373245568,0.9365079365079365,4.031746031746032,554.7801375448495,跌到骨盆高度 0.513 m < 0.55 m,physical_fall,True,False
B_lower,B_lower_u1.0_l0.25,0,1.0,0.25,50,fell,28,0.5600000000000004,0.5163071849493578,-0.01493859245616486,0.5165232528888721,0.922362951587271,0.7912179252597911,0.5487882536541129,29.60568557689155,0.10465951207593707,0.2004784678420421,33.351033607855165,0.7921337008293793,1.0,3.9642857142857144,477.44638534326106,跌到骨盆高度 0.549 m < 0.55 m,physical_fall,True,False
B_lower,B_lower_u1.0_l0.25,1,1.0,0.25,50,fell,60,1.2000000000000008,1.071492939649092,-0.16207317571044602,1.0836811496020045,0.9030676246683365,0.850784101352413,0.5333100461005933,46.069227906697606,0.0770815733960469,0.1870291846257188,30.873209085582133,0.7789447211197444,1.0,3.7666666666666666,495.5278992924747,跌到骨盆高度 0.533 m < 0.55 m,physical_fall,True,False
B_lower,B_lower_u1.0_l0.25,2,1.0,0.25,50,fell,28,0.5600000000000004,0.5264508383630934,-0.01948612056271629,0.5268113458419328,0.9407345461463079,0.7933715493911899,0.5472438746172579,29.24188600129141,0.10146261383728392,0.1927579681998664,31.90956370671456,0.772484171822363,1.0,4.071428571428571,469.8099062671038,跌到骨盆高度 0.547 m < 0.55 m,physical_fall,True,False
B_lower,B_lower_u1.0_l0.25,3,1.0,0.25,50,fell,32,0.6400000000000005,0.6460611879655858,-0.023803469823018203,0.6464995466132356,1.01015554158318,0.7925319783725147,0.5376451064888765,28.388888802669516,0.10084400438450655,0.19450032678334206,32.545614555688566,0.7855964613359954,1.0,3.8125,500.3644639026692,跌到骨盆高度 0.538 m < 0.55 m,physical_fall,True,False
B_lower,B_lower_u1.0_l0.25,4,1.0,0.25,50,fell,37,0.7400000000000005,0.8062099531966906,-0.04255370424123914,0.8073322156201008,1.090989480567703,0.8115998803514367,0.5431350818617291,27.17670895551557,0.08908718550713796,0.18990874800764093,31.475222309569123,0.7760765108316562,1.0,3.8378378378378377,493.4589793568758,跌到骨盆高度 0.543 m < 0.55 m,physical_fall,True,False
