sweep,label,seed,upper_scale,lower_scale,n_scaled_muscles,steps,sim_time_s,displacement_xy,mean_speed_xy,mean_pelvis_height,min_pelvis_height,max_pelvis_up_tilt_deg,mean_qpos_track_err,activation_mean,actuator_force_abs_mean,action_abs_mean,foot_contact_fraction,ncon_mean,total_normal_force_mean,termination_reason,terminated,truncated
B_lower,B_lower_u1.0_l1.0,3,1.0,1.0,0,175,3.5,3.3354875738255765,0.9529964496644504,0.9128548520374781,0.873960573329106,11.080880836603674,0.03681622015063327,0.16739220455026965,31.625969707164913,0.7438468487598459,1.0,4.24,592.0880025058322,,False,False
B_lower,B_lower_u1.0_l1.0,4,1.0,1.0,0,175,3.5,3.3854853943920493,0.9672815412548712,0.9113230385707052,0.8704130575684553,8.7975208870528,0.03576089180528022,0.1650267828816866,31.402021346258998,0.7430523715569048,1.0,4.32,593.020424247238,,False,False
B_lower,B_lower_u1.0_l0.75,0,1.0,0.75,50,175,3.5,3.1259522527108783,0.8931292150602509,0.9105458253634534,0.8692288444265919,10.46442769731477,0.03995317252361789,0.17712527741261433,31.986706329426312,0.7397775741893418,1.0,4.131428571428572,589.9896879987047,,False,False
B_lower,B_lower_u1.0_l0.75,1,1.0,0.75,50,175,3.5,3.3311717340316918,0.9517633525804834,0.9099938932580939,0.8761180737215039,8.543204863151352,0.03680084240079014,0.16280589353376315,30.035758530031735,0.7391675998488251,1.0,4.177142857142857,592.1303128906558,,False,False
B_lower,B_lower_u1.0_l0.75,2,1.0,0.75,50,175,3.5,3.266992006909398,0.9334262876883994,0.9106451902590977,0.8640089641043835,10.584710593781757,0.04088502467122337,0.17314204090311383,31.56520956402703,0.7447393487224773,1.0,4.091428571428572,585.1040547068053,,False,False
B_lower,B_lower_u1.0_l0.75,3,1.0,0.75,50,175,3.5,3.1197096431829316,0.8913456123379805,0.9099677740350777,0.8626628859570753,11.50605995315315,0.0400000407119591,0.1753826353059499,31.613400949400155,0.7398687364018691,1.0,4.0285714285714285,586.2301435341045,,False,False
B_lower,B_lower_u1.0_l0.75,4,1.0,0.75,50,175,3.5,3.3323577021342903,0.9521022006097972,0.909275201792539,0.8682251362114266,8.880487575416193,0.03727337033945847,0.17140315782630133,31.125741812559042,0.7361874785812533,1.0,4.2457142857142856,590.2348088819551,,False,False
B_lower,B_lower_u1.0_l0.5,0,1.0,0.5,50,81,1.62,1.5249674659350074,0.9413379419351897,0.850740476591474,0.5350593494098316,45.096000016193216,0.08146130943669529,0.19946106162216015,33.90970811724463,0.7836192328421107,1.0,4.283950617283951,557.3088031382275,跌到骨盆高度 0.535 m < 0.55 m,True,False
B_lower,B_lower_u1.0_l0.5,1,1.0,0.5,50,91,1.82,1.9727565881449858,1.0839321912884536,0.878055726093073,0.6388623193648189,61.68510935396625,0.08490478527369635,0.248019764322274,46.246804855185026,0.7973324665684528,0.967032967032967,3.7142857142857144,530.1660021854838,骨盆直立偏差 61.7° > 60.0°,True,False
B_lower,B_lower_u1.0_l0.5,2,1.0,0.5,50,118,2.36,2.545145909670025,1.078451656639841,0.8727562174079959,0.5285223264227686,29.38222806185079,0.08093288540721642,0.23181300042627484,42.91744889129845,0.8103113133018298,0.9915254237288136,3.830508474576271,539.7947382469891,跌到骨盆高度 0.529 m < 0.55 m,True,False
B_lower,B_lower_u1.0_l0.5,3,1.0,0.5,50,97,1.94,2.018989348003839,1.0407161587648655,0.8649812547367108,0.5295085892361886,33.10296072220958,0.08614656318302659,0.24286691219682285,44.38085483836715,0.8203732542752868,1.0,4.216494845360825,561.4914256238475,跌到骨盆高度 0.530 m < 0.55 m,True,False
B_lower,B_lower_u1.0_l0.5,4,1.0,0.5,50,63,1.26,1.6598941515902221,1.3173763107858907,0.8408715817963969,0.5125780821315864,35.003906714287986,0.1058843912889185,0.2813150032526033,53.38013426802563,0.8249002373245568,0.9365079365079365,4.031746031746032,554.7801375448495,跌到骨盆高度 0.513 m < 0.55 m,True,False
B_lower,B_lower_u1.0_l0.25,0,1.0,0.25,50,28,0.56,0.5165232528888721,0.9223629515872716,0.7912179252597911,0.5487882536541129,29.60568557689155,0.10465951207593707,0.2004784678420421,33.351033607855165,0.7921337008293793,1.0,3.9642857142857144,477.44638534326106,跌到骨盆高度 0.549 m < 0.55 m,True,False
B_lower,B_lower_u1.0_l0.25,1,1.0,0.25,50,60,1.2,1.0836811496020045,0.9030676246683371,0.850784101352413,0.5333100461005933,46.069227906697606,0.0770815733960469,0.1870291846257188,30.873209085582133,0.7789447211197444,1.0,3.7666666666666666,495.5278992924747,跌到骨盆高度 0.533 m < 0.55 m,True,False
B_lower,B_lower_u1.0_l0.25,2,1.0,0.25,50,28,0.56,0.5268113458419328,0.9407345461463085,0.7933715493911899,0.5472438746172579,29.24188600129141,0.10146261383728392,0.1927579681998664,31.90956370671456,0.772484171822363,1.0,4.071428571428571,469.8099062671038,跌到骨盆高度 0.547 m < 0.55 m,True,False
B_lower,B_lower_u1.0_l0.25,3,1.0,0.25,50,32,0.64,0.6464995466132356,1.0101555415831807,0.7925319783725147,0.5376451064888765,28.388888802669516,0.10084400438450655,0.19450032678334206,32.545614555688566,0.7855964613359954,1.0,3.8125,500.3644639026692,跌到骨盆高度 0.538 m < 0.55 m,True,False
B_lower,B_lower_u1.0_l0.25,4,1.0,0.25,50,37,0.74,0.8073322156201008,1.0909894805677038,0.8115998803514367,0.5431350818617291,27.17670895551557,0.08908718550713796,0.18990874800764093,31.475222309569123,0.7760765108316562,1.0,3.8378378378378377,493.4589793568758,跌到骨盆高度 0.543 m < 0.55 m,True,False
